,N,xm,nr,ni,taus_out,taua_out,qs_tm,qs_pm,m0,p1,p2,p3,Rf,xm_m0,N_m0,N_xm
51,128,0.64,1.71,0.045,0.0367558346464607,0.0322438258393115,2.221884,2.2661753421070427,0.3915593833365561,1.6851099787192252,-0.0015774732043744855,-0.00904423043171709,0.8203925604562989,0.2505980053353959,2.505980053353959,81.92
52,128,0.64,2.0,0.001,0.0647711588225213,0.0006400391984234,4.214280952380952,4.22266065083086,0.5000002499999305,0.821449746519264,0.0001508705939300527,-0.0024400835753831153,1.5619078409336673,0.32000015999995557,3.2000015999995557,81.92
53,128,0.64,2.0,0.004,0.0647442627985197,0.0025591999796165,4.1899625,4.205379373242943,0.5000039999822224,0.9419140764895129,-0.0004352661405420521,-0.004998968713743858,1.476005477095213,0.32000255998862237,3.200025599886224,81.92
54,128,0.64,2.0,0.023,0.0646030911951662,0.0146802874305353,4.086108695652174,4.100716061061908,0.5001322305708222,1.1798103244446214,-0.00016827219519874488,-0.0044687247216936565,1.0802382028466695,0.32008462756532624,3.2008462756532623,81.92
55,128,0.64,2.0,0.09,0.0645023478345242,0.0569458929235106,3.776685714285714,3.790543412774445,0.5020204588443438,2.1670480841004816,-0.0010697012852048174,-0.009542285940998664,0.3869454715970855,0.32129309366038,3.2129309366038004,81.92
56,128,0.65,1.6,0.02,0.0291190764137424,0.015357164868802,1.8331,1.796156683323928,0.3423017070441171,-1.0571814447660604,0.015284791162366446,0.04841860946153422,1.2673607800715398,0.22249610957867613,2.1907309250823497,83.2
57,128,0.73,1.3,0.023,0.0123575441609318,0.0223047708803875,0.5990403333333333,0.50080478477799,0.18755224681131422,1.5380146566607211,-0.0036448287524386384,-0.01223169407906743,1.3560024070065395,0.13691314017225936,1.200334379592411,93.44
58,128,0.73,1.45,0.023,0.0270090024540474,0.0216464897877632,1.3306559999999998,1.344627952782122,0.26910035208315425,1.7567630186739487,-0.0025874757641861645,-0.010320867198399785,1.2760359170932933,0.1964432570207026,1.7222422533321873,93.44
59,128,0.73,2.0,0.023,0.1120011891467986,0.0185461914122456,5.333034615384615,5.421717075654204,0.5001322305708222,1.8011421429123937,-0.005076057094151022,-0.020566686958654833,1.0802382028466695,0.3650965283167002,3.2008462756532623,93.44
60,128,0.74,1.82,0.014,0.0851757893371748,0.0121656689373993,4.103648,4.210289913804564,0.43534832070140844,1.8772836988319774,-0.004473096416557937,-0.017141601610080364,1.3028152002581637,0.3221577573190422,2.786229252489014,94.72
61,128,0.8,1.58,0.09,0.0620884004907987,0.0915462932671296,2.356156,2.4393828027085456,0.33691969684398293,4.768342493219632,-0.010545080615138078,-0.03908211966543413,0.318559707445928,0.2695357574751864,2.156286059801491,102.4
62,128,0.82,1.91,1.138,0.3029014345165279,0.7867148470216511,3.3507083333333334,4.037955377388987,0.7400642679646755,18.630445321470443,-0.05387154269831923,-0.18473295790051428,0.4625171573896972,0.6068526997310338,4.736411314973924,104.96
63,256,0.336,1.3,0.004,0.0006793848943282,0.0018491737925629,0.124474,0.1724915738796337,0.18700884161077186,0.39693226994081837,-0.0005666630888497958,-0.0017422661708863614,1.6826423549040153,0.06283497078121934,2.39371317261788,86.016
64,256,0.336,1.3,0.023,0.0006829695041631,0.0106273907775739,0.12372040000000001,0.1870084507598597,0.18755224681131422,0.4681341663600847,-0.0005286419897533104,-0.0020230218869776427,1.3560024070065395,0.06301755492860157,2.400668759184822,86.016
65,256,0.336,1.3,0.045,0.0006940823228444,0.0207819376332858,0.1240496,0.204627704161719,0.18912870484013802,0.5553821493512086,-0.0005909357067947589,-0.002300574935655235,0.9357028894569605,0.06354724482628638,2.420847421953767,86.016
66,256,0.336,1.3,0.09,0.0007401100148375,0.0415286806317165,0.1286896,0.2414868183057601,0.1954102188797921,0.7305347078080717,-0.0007013931497179037,-0.002902166857027256,0.30342494581220536,0.06565783354361014,2.501250801661339,86.016
67,256,0.336,1.3,0.3,0.00137823306324,0.13834805187202,0.2106164,0.3925693167381621,0.26715485516028414,1.550003756550731,-0.0008235559242496561,-0.005801546629587199,-1.3125886015473125,0.08976403133385548,3.419582146051637,86.016
68,256,0.336,1.45,0.004,0.0014235038907795,0.0016985883367489,0.2715368,0.2175996819140324,0.2687495226562772,0.40129417638006964,-0.0007089743983721003,-0.0017068488610559953,1.6339664657859563,0.09029983961250915,3.4399938900003484,86.016
69,256,0.336,1.45,0.023,0.0014265192551049,0.00976214184422,0.2691736,0.2199453542441647,0.26910035208315425,0.46994417102149033,-0.0005154594042013003,-0.0019894971250487355,1.2760359170932933,0.09041771829993983,3.4444845066643746,86.016
70,256,0.336,1.45,0.045,0.0014365812318625,0.0190893976430192,0.2675376,0.2248309961004307,0.27012111320634336,0.5543727940269235,-0.0007981575007212976,-0.00223852111624962,0.8842352156968442,0.09076069403733138,3.457550249041195,86.016
71,256,0.336,1.45,0.09,0.0014791265818636,0.0381379333132933,0.2682612,0.2406383512747059,0.2742314361560399,0.7233556788760028,-0.00086208496971262,-0.0028141975619374072,0.3072198701837813,0.09214176254842942,3.510162382797311,86.016
72,256,0.336,1.45,0.3,0.0020729095146354,0.1265561573708706,0.3325076,0.3668351440534381,0.3251395768100536,1.5084464364001873,-0.0010039788116173887,-0.005586006754367555,-0.90360679856042,0.10924689780817802,4.161786583168687,86.016
73,256,0.336,1.66,0.002,0.0027347397777729,0.000741409170558,0.5539164,0.4890310768870895,0.3691665241415702,0.40300992673634983,-0.000560117811820545,-0.0017205801139130999,1.6035162386856787,0.1240399521115676,4.725331509012099,86.016
74,256,0.336,1.68,0.004,0.0028701880475218,0.0014626804339996,0.5839368,0.5225753401908404,0.37790986393688075,0.4115707907152878,-0.0005374561282809887,-0.00176915741433056,1.56363675785278,0.12697771428279195,4.837246258392074,86.016
75,256,0.336,1.68,0.023,0.0028722659865492,0.0084067022883126,0.5784628,0.5109755962335467,0.37812607192253905,0.47620219537097747,-0.0006402606675628792,-0.0019729859913173707,1.1782372167817674,0.12705036016597313,4.8400137206085,86.016
76,256,0.336,1.68,0.045,0.0028805169438309,0.0164388832638536,0.5729948,0.5000580393043874,0.37875592512055456,0.5550904427175937,-0.0005998493939701243,-0.0022539227350631655,0.8263142863622467,0.12726199084050635,4.848075841543099,86.016
77,256,0.336,1.68,0.09,0.0029169119483618,0.0328367163447108,0.5660432,0.4858265862881426,0.38130381484453874,0.7132769670366184,-0.0005208409800277489,-0.0028420570207655475,0.3313011500913913,0.12811808178776501,4.880688830010096,86.016
78,256,0.336,1.68,0.3,0.0034343544050767,0.1085482048326477,0.595176,0.5223914230013617,0.41423756692216,1.4418886178301882,-0.0009801560568720984,-0.005334868506342064,-0.4955603024977829,0.13918382248584577,5.302240856603649,86.016
79,256,0.336,1.8,0.004,0.0037056812767872,0.0013457022415999,0.7799388,0.7543487122343491,0.42748638682870693,0.41308021492361846,-0.0004708591528508575,-0.0017751472802588514,1.5293278594929947,0.14363542597444554,5.471825751407449,86.016
80,256,0.336,1.8,0.023,0.003707297773793,0.007734581626192,0.7726784000000001,0.7377776129509279,0.4276617582653992,0.4753791718707608,-0.0006682687104175343,-0.0019599062833239593,1.1369663805711991,0.14369435077717413,5.47407050579711,86.016
81,256,0.336,1.8,0.045,0.0037146006120497,0.0151247702206983,0.7650156,0.7208858158997286,0.4281727743682808,0.551624526236498,-0.0006116155776652457,-0.0022452777849018292,0.8046133102896845,0.14386605218774234,5.480611511913994,86.016
82,256,0.336,1.8,0.09,0.0037476746795386,0.0302106873701993,0.7536387999999999,0.6945608985956606,0.4302418599325589,0.7040473928807635,-0.0006277146507072031,-0.0027850060686324097,0.3500786505031285,0.1445612649373398,5.507095807136754,86.016
83,256,0.336,1.8,0.3,0.0042238081265939,0.0997470681217134,0.762226,0.6839103475107579,0.45724100675101287,1.4031318608017476,-0.0009493776095291315,-0.0052022555579962606,-0.3398558907790514,0.15363297826834033,5.852684886412965,86.016
84,256,0.336,2.0,0.004,0.0051371169159633,0.0011672183870235,1.1432608,1.1998194546592893,0.5000039999822224,0.4045348299889607,-0.000642594439257336,-0.0017592454980407343,1.476005477095213,0.16800134399402675,6.400051199772448,86.016
85,256,0.336,2.0,0.023,0.0051380572984441,0.0067090288543967,1.1329988,1.1780175298284616,0.5001322305708222,0.46293490273937243,-0.0003978161428647795,-0.0020257217085504664,1.0802382028466695,0.1680444294717963,6.401692551306525,86.016
86,256,0.336,2.0,0.045,0.0051438855005302,0.013119746858211,1.1216244,1.1543013540027398,0.5005059654711365,0.534696843469292,-0.0005611982065176534,-0.0022443590307439955,0.7789499202551837,0.16817000439830185,6.406476358030547,86.016
87,256,0.336,2.0,0.09,0.0051716250476365,0.0262057391288941,1.1027748,1.1134233651548424,0.5020204588443438,0.6778525011412831,-0.0007319187485170893,-0.0027190087502636205,0.3869454715970855,0.16867887417169952,6.425861873207601,86.016
88,256,0.336,2.0,0.3,0.0055805341544033,0.0864245853018393,1.0759796,1.0367182205850398,0.5219571898871916,1.330110183004712,-0.0009905409585383197,-0.004958036662660829,-0.13335044115535583,0.1753776158020964,6.681052030556053,86.016
89,256,0.43,1.3,0.023,0.0018113175039456,0.0138663328783314,0.2293212,0.2551799650448948,0.18755224681131422,0.7521069018319306,-0.0022385693085507415,-0.004493104823566859,1.3560024070065395,0.08064746612886511,2.400668759184822,110.08
90,256,0.43,1.45,0.023,0.0038169186862548,0.012874377433938,0.50334,0.4844327909035093,0.26910035208315425,0.7842995006726118,-0.002291620336327427,-0.004685466697884807,1.2760359170932933,0.11571315139575633,3.4444845066643746,110.08
91,256,0.43,1.68,0.023,0.0077793318026208,0.0112684429839761,1.0917884,1.0921748160936602,0.37812607192253905,0.8436261599674587,-0.002037697105198199,-0.0052236878619721415,1.1782372167817674,0.1625942109266918,4.8400137206085,110.08
92,256,0.43,1.8,0.023,0.010098175705981,0.0104563788596136,1.46278,1.485243664349286,0.4276617582653992,0.8625561125873202,-0.0025056327740119733,-0.005404791690355251,1.1369663805711991,0.18389455605412167,5.47407050579711,110.08
93,256,0.43,2.0,0.023,0.014115433079365,0.0092036329878147,2.1504320000000003,2.1973153503980294,0.5001322305708222,0.8615617851685868,-0.0024173779847446036,-0.005858992874250919,1.0802382028466695,0.21505685914545355,6.401692551306525,110.08
94,256,0.437,1.66,0.002,0.0079036450139093,0.0010128750057733,1.0975288461538462,1.108701504125901,0.3691665241415702,0.6542056250307957,-0.0022114777625666287,-0.0032084790119242383,1.6035162386856787,0.16132577104986617,4.725331509012099,111.872
95,256,0.448,1.71,0.045,0.0098783627251791,0.0227591831907176,1.287628,1.2886799179394794,0.3915593833365561,1.160681916537109,-0.003010132184665292,-0.007569104510201046,0.8203925604562989,0.17541860373477713,5.011960106707918,114.688
96,256,0.48,1.45,0.023,0.005916057274919,0.0146390340797417,0.6624164,0.6570530928589617,0.26910035208315425,0.9714943412430435,-0.004091109912554888,-0.006954224210318268,1.2760359170932933,0.12916816899991404,3.4444845066643746,122.88
97,256,0.48,1.68,0.023,0.0121482896418924,0.0129413302917758,1.439056,1.4565902050282635,0.37812607192253905,1.0891007294428001,-0.0043529410094116025,-0.008145455059292452,1.1782372167817674,0.18150051452281873,4.8400137206085,122.88
98,256,0.48,1.8,0.023,0.0158252525342245,0.0120725287984441,1.927072,1.9522098381775284,0.4276617582653992,1.1273389874378787,-0.004512870875658742,-0.008808675902912566,1.1369663805711991,0.20527764396739162,5.47407050579711,122.88
99,256,0.48,2.0,0.023,0.0222399130702366,0.0107244799255795,2.8256,2.834671433327385,0.5001322305708222,1.1344289181250855,-0.0047060228722657325,-0.009802890223608663,1.0802382028466695,0.24006347067399467,6.401692551306525,122.88
100,256,0.5,1.9,0.035,0.0224911687686618,0.0183188346644706,2.5972,2.5891204611042244,0.46559703139829955,0.9218340877763581,0.010637100763091954,0.01992936597168547,0.9206262245061725,0.23279851569914978,5.959642001898235,128.0
101,256,0.502,1.79,0.04,0.0186425088302535,0.0224047393343678,2.0806666666666667,2.0827590498041526,0.42408739527293254,1.1705339134534147,0.012904415750214053,0.023599953193212186,0.8731113222580016,0.21289187242701213,5.428318659493537,128.512
102,256,0.504,1.71,0.045,0.0159331988742224,0.026487379748022,1.718204,1.730022695051063,0.3915593833365561,1.5702607001359528,-0.006279175988390041,-0.012585372003804043,0.8203925604562989,0.19734592920162428,5.011960106707918,129.024
103,256,0.52,1.76,0.035,0.0202175991811281,0.0209176783811966,2.1198714285714284,2.1296738335451764,0.4119356724781123,1.3420326822226722,0.013802600473164867,0.02073463952645576,0.9520838015033862,0.2142065496886184,5.2727766077198375,133.12
104,256,0.53,1.3,0.023,0.0041164343378897,0.0175193671220363,0.3836744,0.3831581781919434,0.18755224681131422,1.0856130236819694,-0.006776709295912904,-0.008849933083883684,1.3560024070065395,0.09940269080999654,2.400668759184822,135.68
105,256,0.53,1.45,0.023,0.0087720414561183,0.0164860742674873,0.8456248,0.853348667304939,0.26910035208315425,1.2077289706070347,-0.006965869850425889,-0.010055137012236428,1.2760359170932933,0.14262318660407175,3.4444845066643746,135.68
106,256,0.53,1.68,0.023,0.0181593412813879,0.0147323220015855,1.836156,1.861885124180838,0.37812607192253905,1.3813022290361652,-0.007667417236759344,-0.012352275149198877,1.1782372167817674,0.2004068181189457,4.8400137206085,135.68
107,256,0.53,1.8,0.023,0.0237468809494117,0.0138233098136421,2.454164,2.4701349520793747,0.4276617582653992,1.429309890929084,-0.007967786280925405,-0.01356370927554105,1.1369663805711991,0.2266607318806616,5.47407050579711,135.68
108,256,0.53,2.0,0.023,0.0335697469098159,0.0124059022337155,3.5786000000000002,3.5409514456646125,0.5001322305708222,1.4193465101982592,-0.00892739141174835,-0.015328798783578339,1.0802382028466695,0.2650700822025358,6.401692551306525,135.68
109,256,0.54,1.58,0.074,0.0150412809139652,0.0508374649043959,1.3740333333333332,1.3685508328669367,0.3355899408638678,1.8683464894343955,0.011288122162567825,0.015193190050269811,0.4832775850750183,0.18121856806648862,4.295551243057508,138.24
110,256,0.58,1.3,0.023,0.0058477389803203,0.0194303744932331,0.4765724,0.4703800502978868,0.18755224681131422,1.2641260321990329,-0.01082938554913489,-0.011088325063615517,1.3560024070065395,0.10878030315056224,2.400668759184822,148.48
111,256,0.58,1.45,0.023,0.012537849233746,0.0184190093026793,1.053606,1.0750801128154257,0.26910035208315425,1.4287163596667498,-0.011554878028224549,-0.01312881705854368,1.2760359170932933,0.15607820420822946,3.4444845066643746,148.48
112,256,0.58,1.46,0.078,0.0133095876304409,0.061786062065042,1.0447212000000001,1.0517529298209096,0.2779248968397075,2.75698482435117,-0.015108317316505332,-0.025236802296485603,0.44066888494030343,0.16119644016703033,3.557438679548256,148.48
113,256,0.58,1.68,0.023,0.0261790217582899,0.0166506253725705,2.275604,2.3100839395391577,0.37812607192253905,1.6744549239244126,-0.012759546447415004,-0.017336729309168117,1.1782372167817674,0.21931312171507264,4.8400137206085,148.48
114,256,0.58,1.68,0.07,0.0262859272918414,0.0504018119190721,2.1709,2.1675252171993424,0.3799636753581094,2.308131686075921,0.02212347667884962,0.02321560416118355,0.5252836277447391,0.22037893170770342,4.8635350445838,148.48
115,256,0.58,1.8,0.023,0.0343752709363537,0.0157219131470866,3.0302800000000003,3.0402853933604375,0.4276617582653992,1.730545922567578,-0.013718357490356936,-0.019491856656695065,1.1369663805711991,0.24804381979393153,5.47407050579711,148.48
